timestamp,handle,displayName,followers,competitorMentioned,sentiment,sentimentScore,likes,retweets,replies,tweetUrl,text
2026-07-04T23:24:01.000Z,"@MinhungShih","Clausius investments","243","SemiAnalysis",positive,7.351,,,,"https://x.com/MinhungShih/status/2073548416869945816","Lmao please read SemiAnalysis"
2026-07-04T21:52:46.000Z,"@pumpkinpuripuri","うみ＠Future Stock","5,237","SemiAnalysis",negative,-3.182,10,1,,"https://x.com/pumpkinpuripuri/status/2073525449700106433","UDN Report Summary in Brief   ・SemiAnalysis released a skeptical report on CPO, causing optical communication stocks to plummet ・After that, they formed the Tema and Optical Communication ETF ・$LITE and $HIMX, which were negatively mentioned in the report, were also included"
2026-07-04T21:40:32.000Z,"@ZSrrHqEdBN19657","洪佳玉","1,037","SemiAnalysis",neutral,0,,,,"https://x.com/ZSrrHqEdBN19657/status/2073522374058836038","光通訊界風波不斷，SemiAnalysis劣跡曝光，業者受害須警惕！#光通訊 #SemiAnalysis #業者爭議"
2026-07-04T21:25:36.000Z,"@p000dl3","Pikabu","404","SemiAnalysis",neutral,0,,,,"https://x.com/p000dl3/status/2073518614746189828","“  $HIMX  and  $LITE , which were specifically targeted negatively in their article ""Powered Down, Lights Off"", have been bought in Semianalysis and Tema's new ETF after the optical sector crash”"
2026-07-04T20:56:15.000Z,"@fintwitscraps","Fintwit Scraps","6","SemiAnalysis",neutral,0,1,,,"https://x.com/fintwitscraps/status/2073511226768777429",""
2026-07-04T20:42:05.000Z,"@jake_ayes","Jake Ayes","534","SemiAnalysis",positive,4.404,,,,"https://x.com/jake_ayes/status/2073507663934017704","I think the silicone data/Semianalysis ones are a bit better proxies"
2026-07-04T19:59:08.000Z,"@anidesh7","Ani","1,436","SemiAnalysis",positive,3.182,3,,,"https://x.com/anidesh7/status/2073496854667358445","imagine blindly following the words of a gujju. gl semianalysis dicksuckers"
2026-07-04T19:20:01.000Z,"@PortfolioArmor","Portfolio Armor","4,519","SemiAnalysis",positive,7.351,,1,,"https://x.com/PortfolioArmor/status/2073487011496034678"," AI Apocalypse   After the 2nd SemiAnalysis report came out last month, we wrote,   ""Plenty... missed parts of the AI-infrastructure rally, and some of them would welcome better entry points.""  Looks like SemiAnalysis was one of them.  $LAZR   $DISK"
2026-07-04T19:00:30.000Z,"@PodcastAlphaX","Podcast Alpha","11.2K","SemiAnalysis",negative,-4.201,,,1,"https://x.com/PodcastAlphaX/status/2073482101014327694","The most aggressive valuation call of the week:  @GavinSBaker  on All-In said Anthropic is worth $3 trillion today as a public company. His path: exits 2026 above $100B ARR, reaches $200-300B revenue in 2028 at 85% gross margins.  The unit economics backing that got quantified this"
2026-07-04T18:55:15.000Z,"@jacobxalpha","Jacob","172","SemiAnalysis",positive,6.369,2,,5,"https://x.com/jacobxalpha/status/2073480776004640834","SemiAnalysis tanks photonics with their “Powered Down, Lights Off” report… sector craters.  Then they partner on the new LAZR ETF and load up on the exact names they just trashed.  Ultimate conflict of interest or just perfect timing? This kills trust in “independent” research."
