timestamp,handle,displayName,followers,accountType,region,country,sentiment,sentimentScore,likes,retweets,replies,tweetUrl,text
2026-07-17T04:47:23.000+08:00,"@bubbleboi","bubble boi","88.2K","amplifier","International","International",positive,7.227,5,,,"https://x.com/bubbleboi/status/2077857653011976477","By the way EDA will be automated but it’s more complicated than it looks. The coding and cell placement and layout probably up for grabs the actually drc and everything else… yeah your going to use your tools still. Just like how AI has automated a lot of the busy work of"
2026-07-17T04:44:29.000+08:00,"@bubbleboi","bubble boi","88.2K","amplifier","International","International",positive,9.041,17,,5,"https://x.com/bubbleboi/status/2077856923031081215","Kimi designing a fucking MAC area does not impress anyone. You guys don’t know how to do that at all which is why it’s impressive lol. It’s a project for college kids and is 500 lines of code tops.   Let’s see it take the entire PCIe spec and design a controller perfectly."
2026-07-17T04:40:01.000+08:00,"@bubbleboi","bubble boi","88.2K","amplifier","International","International",positive,5.017,4,,1,"https://x.com/bubbleboi/status/2077855796965322773","I’m honestly not impressed at all that an AI can make a MAC array lol.  Let me know when I can write a whole entire PCIe controller and test it."
2026-07-17T04:30:48.000+08:00,"@bubbleboi","bubble boi","88.2K","amplifier","International","International",positive,2.263,17,1,1,"https://x.com/bubbleboi/status/2077853476420571380","I can see a lot of people who made being knowledgeable or good at something get obliterated in the coming years.   Especially in AI research where they think they are clever cause they can quickly implement a paper but don’t know how to analyze the results or understand nuance."
2026-07-17T04:22:19.000+08:00,"@bubbleboi","bubble boi","88.2K","amplifier","International","International",negative,-0.745,75,3,7,"https://x.com/bubbleboi/status/2077851344963330220","There was a certain obsession with intelligence in the bay where everyone exalts people who are “cracked” that I always found a little cringe.   But now I find it even more ironic considering that the AI is now more “cracked” than anyone was at typing instructions into a text"
2026-07-17T04:09:47.000+08:00,"@bubbleboi","bubble boi","88.2K","amplifier","International","International",positive,3.4,2,,1,"https://x.com/bubbleboi/status/2077848188388835662","It’s not about the cast at all. The movie sucks. It doesn’t work. It loses all the cool stuff from the original. We don’t even get the amazing lines that Odysseus says when he slays the cyclops.   It has no aura."
2026-07-17T04:08:58.000+08:00,"@bubbleboi","bubble boi","88.2K","amplifier","International","International",positive,5.859,34,,7,"https://x.com/bubbleboi/status/2077847985640358227","Wow AAOI is down a lot."
2026-07-17T04:07:55.000+08:00,"@bubbleboi","bubble boi","88.2K","amplifier","International","International",positive,1.531,14,,2,"https://x.com/bubbleboi/status/2077847718949777584","No I’m still holding but you need to know about portfolio construction. Counterintuitively you can increase the returns of a portfolio by introducing other non correlated assets even if they have lower returns."
2026-07-17T04:06:33.000+08:00,"@bubbleboi","bubble boi","88.2K","amplifier","International","International",negative,-2.96,2,,2,"https://x.com/bubbleboi/status/2077847377239757096","No"
2026-07-17T03:56:45.000+08:00,"@bubbleboi","bubble boi","88.2K","amplifier","International","International",neutral,0,20,,5,"https://x.com/bubbleboi/status/2077844909651091484","The odyssey is a traditional Albanian story"
2026-07-17T03:52:24.000+08:00,"@bubbleboi","bubble boi","88.2K","amplifier","International","International",neutral,0,70,,27,"https://x.com/bubbleboi/status/2077843816036610203","I’m down only 1% today"
2026-07-17T03:11:16.000+08:00,"@bubbleboi","bubble boi","88.2K","amplifier","International","International",negative,-6.908,254,3,24,"https://x.com/bubbleboi/status/2077833463445811216","Odyssey was terrible. Christopher Nolan is a talentless hack."
2026-07-17T00:54:50.000+08:00,"@bubbleboi","bubble boi","88.2K","amplifier","International","International",positive,6.369,134,,25,"https://x.com/bubbleboi/status/2077799127380013209","I love German food"
2026-07-17T00:54:13.000+08:00,"@bubbleboi","bubble boi","88.2K","amplifier","International","International",neutral,0,122,2,4,"https://x.com/bubbleboi/status/2077798974623514987",""
2026-07-17T05:02:37.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",neutral,0,56,3,4,"https://x.com/zephyr_z9/status/2077861485217448263","""Just to hold a 2.8T parameter model in silicon (and run it at FP16 quantization), you’d need 5.6TB of VRAM"" Dawg, it's trained & served on FP4 The size on HuggingFace will be 1.4TB"
2026-07-17T04:58:34.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",positive,4.215,70,1,2,"https://x.com/zephyr_z9/status/2077860464588120425","Prediction came true"
2026-07-17T04:56:59.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",positive,4.404,2,,,"https://x.com/zephyr_z9/status/2077860066557137332","thanks bro"
2026-07-17T04:46:19.000+08:00,"@damnang2","Damnang","35.4K","amplifier","United States","United States",positive,6.808,1,,,"https://x.com/damnang2/status/2077857382068310200","Yes sir it is a good lesson"
2026-07-17T04:38:25.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",negative,-2.263,81,1,9,"https://x.com/zephyr_z9/status/2077855396174401554","Gemini 3.5 Pro is delayed"
2026-07-17T04:36:04.000+08:00,"@HyperTechInvest","Daniel Romero","41.1K","amplifier","United States","United States",negative,-6.369,18,2,4,"https://x.com/HyperTechInvest/status/2077854801812152457","> Every semiconductor company going up because of “bottlenecks” was stupid  > Every space company going up because of  $SPCX  and orbital data center hype was stupid  However,   Momentum doesn’t care about fundamentals. It pushes both the good and the bad up and down  That’s why so"
2026-07-17T04:32:59.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",neutral,0,5,,1,"https://x.com/zephyr_z9/status/2077854027568836841","Who said they are using H20s??"
2026-07-17T04:28:21.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",neutral,0,152,10,14,"https://x.com/zephyr_z9/status/2077852862189826272","Read the blog post, bro"
2026-07-17T04:24:39.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",neutral,0,55,,2,"https://x.com/zephyr_z9/status/2077851928462275019","@yzhang_cs   @nathancgy4  Will u guys go into more detail about what K3 actually did in the K3 technical report??"
2026-07-17T04:19:00.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",neutral,0,3,,,"https://x.com/zephyr_z9/status/2077850508832952381","?? By doing math"
2026-07-17T04:04:16.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",neutral,0,4,,,"https://x.com/zephyr_z9/status/2077846800904671706",""
2026-07-17T03:58:52.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",negative,-1.027,101,4,10,"https://x.com/zephyr_z9/status/2077845441551753279","""If they throw a few billions at compute, Fable-Schmable becomes a bullet point rather than a milestone"" YUP The sparsity is around 1.7% (16 out of 896 experts active), and they are serving it at $3/$15 Inference gross margins are in the 75%-85% range"
2026-07-17T03:43:10.000+08:00,"@HyperTechInvest","Daniel Romero","41.1K","amplifier","United States","United States",positive,4.707,35,4,5,"https://x.com/HyperTechInvest/status/2077841492895564138","This market is really testing AI bulls’ conviction  This is why having a cold mindset is so important as an investor  Either you build conviction or you’ll struggle to sleep  Every strong rally desensitizes people to gains and makes them hypersensitive to losses"
2026-07-17T03:40:15.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",positive,2.247,50,1,2,"https://x.com/zephyr_z9/status/2077840755704672550","No, Opus 5 drops next week Anthropic will be more careful with Fable releases (extra testing)"
2026-07-17T03:36:30.000+08:00,"@HyperTechInvest","Daniel Romero","41.1K","amplifier","United States","United States",positive,4.019,107,9,2,"https://x.com/HyperTechInvest/status/2077839814846779889","$NBIS  just announced that it will fully transition to post-quantum encryption either this year or next  It’ll be interesting to see who its partner will be"
2026-07-17T03:34:21.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",neutral,0,101,6,10,"https://x.com/zephyr_z9/status/2077839273160790408","Editor understood the assignment "
2026-07-17T03:24:32.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",neutral,0,28,,,"https://x.com/zephyr_z9/status/2077836799641293100",""
2026-07-17T03:23:25.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",positive,4.215,203,7,8,"https://x.com/zephyr_z9/status/2077836521177223372","Lol Basically the midpoint"
2026-07-17T03:05:01.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",neutral,0,184,18,14,"https://x.com/zephyr_z9/status/2077831889742889431","EDA"
2026-07-17T02:50:48.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",positive,4.215,6,,,"https://x.com/zephyr_z9/status/2077828311473070528","lol"
2026-07-17T02:49:20.000+08:00,"@damnang2","Damnang","35.4K","amplifier","United States","United States",positive,6.369,,,1,"https://x.com/damnang2/status/2077827944769257742","Yes, I always keep some cash as part of my asset allocation strategy"
2026-07-17T02:37:31.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",positive,5.994,28,,,"https://x.com/zephyr_z9/status/2077824971225907537","I'm pretty sure u guys expected K3 to crush Fable/Sol model on Frontend"
2026-07-17T02:34:37.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",negative,-0.516,255,8,17,"https://x.com/zephyr_z9/status/2077824241211519117","Yes, this is my biggest worry for memory"
2026-07-17T02:32:29.000+08:00,"@damnang2","Damnang","35.4K","amplifier","United States","United States",positive,8.074,11,,1,"https://x.com/damnang2/status/2077823704118243383","Excellent post. Definitely worth a read."
2026-07-17T02:28:06.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",negative,-2.732,11,,,"https://x.com/zephyr_z9/status/2077822600487854508","U guys made my day with the K3 drop"
2026-07-17T02:23:56.000+08:00,"@damnang2","Damnang","35.4K","amplifier","United States","United States",negative,-6.593,3,,,"https://x.com/damnang2/status/2077821551194644891","That is why we need to be especially cautious with high-beta stocks and closely monitor broader market movements. These stocks can deliver outsized gains, but they can also suffer much deeper drawdowns."
2026-07-17T02:11:07.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",positive,5.267,21,,,"https://x.com/zephyr_z9/status/2077818324801741310","Congrats bro"
2026-07-17T02:08:25.000+08:00,"@damnang2","Damnang","35.4K","amplifier","United States","United States",neutral,0,2,,1,"https://x.com/damnang2/status/2077817645500621095",""
2026-07-17T01:59:32.000+08:00,"@damnang2","Damnang","35.4K","amplifier","United States","United States",positive,2.591,40,,9,"https://x.com/damnang2/status/2077815410586718223","In times like these, I go back and revisit my analysis and recalculate the valuations of the companies I follow.  If my conviction in the thesis is still intact and the stock has simply become cheaper relative to that thesis, I gradually reduce my cash position.  But no matter"
2026-07-17T01:56:39.000+08:00,"@damnang2","Damnang","35.4K","amplifier","United States","United States",positive,8.469,,,,"https://x.com/damnang2/status/2077814686108827870","Great!!!! Thanks!"
2026-07-17T01:51:21.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",positive,5.267,86,,1,"https://x.com/zephyr_z9/status/2077813349895823741","Congrats on the release"
2026-07-17T01:43:33.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",neutral,0,46,,,"https://x.com/zephyr_z9/status/2077811389033599142",""
2026-07-17T01:40:41.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",neutral,0,42,1,,"https://x.com/zephyr_z9/status/2077810665511895200",""
2026-07-17T01:33:02.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",positive,7.269,133,5,9,"https://x.com/zephyr_z9/status/2077808741920239849","Pretty good"
2026-07-17T01:30:30.000+08:00,"@zephyr_z9","Zephyr","156.4K","amplifier","South Korea","South Korea",neutral,0,9,1,,"https://x.com/zephyr_z9/status/2077808105321377982","it's their wechat  http:// mp.weixin.qq.com/s/V4xhEIy8xDXS MDPrPkmUAQ …"
