timestamp,handle,displayName,followers,knownAccount,accountType,country,sentiment,sentimentScore,creditFlag,cited,textSimilarity,imageMatch,ocrFoundTF,likes,retweets,replies,tweetUrl,text
2026-07-19T21:36:20.000+08:00,"@kaym_GE6","kaym C-X75","119",no,"unknown","Unknown",neutral,0,"credited",yes,3.1,no,no,,,,"https://x.com/kaym_GE6/status/2078836338040971362","@SoSoValueCrypto   DRAM価格、第3四半期に21%上昇か - TrendForce予測を上回る見通し  SoSoValue についての重要情報をさらに探る:  https:// sosovalue.com/shares/pzQoCq"
2026-07-19T20:38:08.000+08:00,"@marketradar_kr","MarketRadar_KR","106",no,"unknown","Unknown",neutral,0,"no_tf_content",no,0,no,no,2,,,"https://x.com/marketradar_kr/status/2078821691141345550",""
2026-07-19T20:22:11.000+08:00,"@marketradar_kr","MarketRadar_KR","106",no,"unknown","Unknown",neutral,0,"no_tf_content",no,0,no,no,1,,,"https://x.com/marketradar_kr/status/2078817675896406346",""
2026-07-19T20:04:47.000+08:00,"@Trader_Jesse_","트레이더 제씨 l Trader_Jesse","20.9K",no,"unknown","Unknown",neutral,0,"no_tf_content",no,0,no,no,90,12,2,"https://x.com/Trader_Jesse_/status/2078813297059811596",""
2026-07-19T18:27:46.000+08:00,"@HunorHudak2005","Hunor Hudak","77",no,"unknown","Unknown",negative,-7.481,"no_tf_content",no,4.54,no,no,,,,"https://x.com/HunorHudak2005/status/2078788883592917181"," SAMSUNG AND SK HYNIX WARN THE AI MEMORY SHORTAGE COULD LAST UNTIL 2027  The two suppliers control roughly 70% of the global DRAM market and have shifted the vast majority of production toward AI server chips — leaving consumer PCs and phones fighting over what’s left. #DRAM"
2026-07-19T18:12:52.000+08:00,"@InP800G","我会发光","394",no,"unknown","Unknown",neutral,0,"no_tf_content",no,0,no,no,3,2,,"https://x.com/InP800G/status/2078785134359351331",""
2026-07-19T18:08:39.000+08:00,"@DataInsightLab","Data Insight Lab","792",no,"unknown","South Korea",neutral,0,"no_tf_content",no,2.09,no,no,2,1,,"https://x.com/DataInsightLab/status/2078784073229881706"," 메리츠증권: 중동 주권 AI 투자자(사우디 등), 한국 메모리사와 중장기 조달 논의 시작.   미국/국내 주식 머신러닝 데이터 분석 앱  링크는 프로필에  새 수요원이 서버 DRAM 현물 가격을 밀어올린다.  • 사우디 등 중동 주권 AI가 한국 메모리사와 중장기 조달 논의 착수  • 서버 DRAM"
2026-07-19T17:08:34.000+08:00,"@emu_steve","EMU_Steve","289",no,"unknown","Unknown",positive,9.136,"no_tf_content",no,4.61,no,no,,,,"https://x.com/emu_steve/status/2078768950582874214","@LarrySabato  I need to replace a table which had a super AMOLED display (they are beautiful) so I checked options and prices.    Prices have risen and super AMOLED displays are harder to find.  I asked AI.  AI gave me a lesson in supply chains and tariffs.  We ship raw materials."
2026-07-19T16:36:10.000+08:00,"@0xwanchongshan","0x锋","15.3K",no,"unknown","Unknown",neutral,0,"credited",yes,1.61,no,no,,,,"https://x.com/0xwanchongshan/status/2078760799510917555","美银放话了，第三季度DRAM均价可能环比暴涨21%，比TrendForce预测的还高！"
2026-07-19T16:14:28.000+08:00,"@XAUUSD_GoldEA","FX|XAUUSD（GoldEA）trend-analyze- Traders","356K",no,"unknown","Unknown",positive,7.096,"no_tf_content",no,4.63,no,no,3,,,"https://x.com/XAUUSD_GoldEA/status/2078755338283782486","Memory stock prices are collapsing, but actual DRAM prices may be much stronger than market expectations.  According to BofA's channel survey, the global DRAM average selling price in the third quarter is expected to rise 21% from the previous quarter.  This is certainly a more"
