timestamp,handle,displayName,followers,knownAccount,accountType,country,sentiment,sentimentScore,creditFlag,cited,textSimilarity,imageMatch,ocrFoundTF,likes,retweets,replies,tweetUrl,text
2026-07-20T23:34:46.000+08:00,"@GodotSancho","戈多Godot","18.5K",no,"unknown","Unknown",neutral,0,"no_tf_content",no,2.03,no,no,37,2,34,"https://x.com/GodotSancho/status/2079228530416926823","$DRAM  机构看多，$52 成交暗池占比 99.91%，$53-$54 有 5.34M 机构承接。  长期 Call/Put OI 比， 2027-06-17 到期是 11.9:1，2028-01-21 是 2.83:1，机构在一年半的时间维度上几乎单边押多。  加速位 $55，强支撑 $50。  长线逻辑没变。  DDR5 现货涨价 +146%，驱动力包括主权 AI"
2026-07-20T22:14:20.000+08:00,"@nekomamaLite","ネコまま@リテラシー","17.2K",no,"unknown","Japan",neutral,0,"credited",yes,1.7,no,no,1,,,"https://x.com/nekomamaLite/status/2079208289087406399","TrendForceの要点は、AI向けHBM・サーバーDRAMへの生産シフトが、旧世代DRAMまで供給不足を連鎖させているということです。"
2026-07-20T21:43:16.000+08:00,"@Vegahao","Vega Hao","7,617",no,"unknown","Unknown",neutral,0,"no_tf_content",no,0,no,no,43,1,41,"https://x.com/Vegahao/status/2079200470900572645",""
2026-07-20T20:17:02.000+08:00,"@technews_tw","TechNews 科技新報","4,913",no,"unknown","South Korea",neutral,0,"credited",yes,1.71,no,no,,,,"https://x.com/technews_tw/status/2079178769328410768","面板市場價格出現分歧！TrendForce 最新 7 月報價出爐，電視面板受品牌壓價影響，各尺寸預估下跌 1 至 3 美元。"
2026-07-20T19:25:56.000+08:00,"@fin_alexh","Alex Huyberechts","69",no,"unknown","United Kingdom",neutral,0,"no_tf_content",no,0,no,no,1,1,,"https://x.com/fin_alexh/status/2079165910578037240",""
2026-07-20T19:19:26.000+08:00,"@kyookine","Nagara","3,756",no,"unknown","Japan",neutral,0,"no_tf_content",no,2.54,no,no,1,,1,"https://x.com/kyookine/status/2079164273499238608","$TSM    TSMC:展開する資本投資ブーム  2026年7月20日 06:56 AM 著者:アジアン・インベスター  https:// seekingalpha.com/article/492340 5-tsmc-unfolding-capex-boom …  台湾半導体製造会社は、AI最適化されたチップ需要の急増に牽引され、第2四半期に過去最高の売上高402億ドルを達成しました。"
2026-07-20T18:22:15.000+08:00,"@miraclemasui","増井","5,565",no,"unknown","Unknown",positive,0.772,"credited",yes,3.57,no,no,2,3,,"https://x.com/miraclemasui/status/2079149881558769753","[TrendForce] 18:32 Published  SK Group Chairman Says Abnormal Memory Prices Should Fall; AI Chip Demand Expected to Increase 60–100% Next Year  [News] SK Group Chairman Says Abnormal Memory Prices Should Fall; AI Chip Demand Seen Up 60–100% Next Year   https:// trendforce.com/news/2026/07/2 0/news-sk-group-chairman-says-abnormal-memory-prices-should-fall-ai-chip-demand-seen-up-60-100-next-year/ …"
2026-07-20T17:16:21.000+08:00,"@ReconBull","Recon Bull","708",no,"unknown","Unknown",positive,4.939,"credited",yes,4.53,no,no,,,,"https://x.com/ReconBull/status/2079133296907481284","TrendForce reports  $GOOGL  is strengthening its humanoid robotics position through the Gemini Robotics platform, focusing on environmental understanding and multi-step task planning as the industry shifts from hardware validation to commercial deployment."
2026-07-20T17:16:19.000+08:00,"@ReconBull","Recon Bull","708",no,"unknown","Unknown",positive,6.808,"credited",yes,4.54,no,no,,,,"https://x.com/ReconBull/status/2079133292318888003","TrendForce reports China's Agibot scaled production from 1,000 to 5,000 humanoid robot units in three months, while US firms like  $GOOGL  focus on AI-driven intelligence and data flywheels as the industry shifts from technological validation to commercial deployment."
2026-07-20T16:51:29.000+08:00,"@miraclemasui","増井","5,565",no,"unknown","Unknown",positive,3.612,"credited",yes,3.67,no,no,1,,,"https://x.com/miraclemasui/status/2079127040100540514","[TrendForce] 15:44 掲載  NVIDIAのRTX 50スーパリフレッシュ、3GB GDDR7のコストが2GBの3倍になるとの報道で発売に不安が広がる  [News] NVIDIA’s RTX 50 Super Refresh Faces Launch Uncertainty as 3GB GDDR7 Reportedly Costs 3× Than 2GB"
2026-07-20T14:21:38.000+08:00,"@MichaelWaitze","Michael Waitze","unknown",no,"unknown","Unknown",positive,3,"no_tf_content",no,4.38,no,no,1,,,"https://x.com/MichaelWaitze/status/2079089330253955141","Their gross margins are so fat (67%) that spending billions to build in the US doesn't hurt. It's geopolitical insurance. TSMC isn't just smart about tech, they're brilliant about *where* they build."
