timestamp,handle,displayName,followers,competitorMentioned,sentiment,sentimentScore,likes,retweets,replies,tweetUrl,text
2026-06-25T23:34:28.000Z,"@CiaraJerem37771","价值与波段","82","SemiAnalysis",neutral,0,,,,"https://x.com/CiaraJerem37771/status/2070289555329343963","Semianalysis: U.S. power grid bottlenecks—will user-side data center capacity break through 40 gigawatts by 2028?"
2026-06-25T23:33:08.000Z,"@dmjk001","kuaixun","24.6K","SemiAnalysis",neutral,0,9,,,"https://x.com/dmjk001/status/2070289216756744512","Semianalysis: U.S. power grid bottlenecks—will the scale of user-side data centers exceed 40 gigawatts by 2028?"
2026-06-25T22:55:25.000Z,"@redboynono","Steven.Sun","170","SemiAnalysis",positive,5.574,,,,"https://x.com/redboynono/status/2070279726351155498","@semianalysis_  Always tracking the deep hardware cuts from SemiAnalysis. The true chokepoints dictating downstream L2/L3 capacity always trace back to L0/L1 packaging and fab limits. What's the most underpriced bottleneck shown here? NFA / DYODD."
2026-06-25T22:43:11.000Z,"@fi56622380","fin","66.2K","SemiAnalysis",neutral,0,123,17,8,"https://x.com/fi56622380/status/2070276646993829950",""
2026-06-25T21:51:17.000Z,"@ExAnte_econ","Ex-Ante","1,279","SemiAnalysis",negative,-8.688,2,,,"https://x.com/ExAnte_econ/status/2070263586476142859","The SemiAnalysis group absolutely should not be taken seriously. It's the world's most meaningless, speculative, and biased group. Similarly, zerohedge just pumps out fear.  For example, SemiAnalysis is a complete Intel enemy. At the point where I said I expect Intel to have many"
2026-06-25T21:31:41.000Z,"@jake_ayes","Jake Ayes","534","SemiAnalysis",neutral,0,,,,"https://x.com/jake_ayes/status/2070258655744643523","Quality of the source? That would be FLYING past the SemiAnalysis bull estimates?"
2026-06-25T21:13:24.000Z,"@sekai_kabu","せかい米国株","1,006","SemiAnalysis",neutral,0,,,,"https://x.com/sekai_kabu/status/2070254054006202418"," 金曜朝ニュース（AIインフラ電力）  AIデータセンターのボトルネックが、GPUの性能競争から「電力」に広がってきた。  - SemiAnalysis: 2028年以降、新規米国DCの過半がBTM（自前電源）化する見方 - BTM関連機器TAMは2029年に50GW/年超へ - TrendForce: NVIDIAの800V HVDC Power"
2026-06-25T21:09:03.000Z,"@vaibhavparulkar","Vaibhav Parulkar","425","SemiAnalysis",negative,-2.5,,,1,"https://x.com/vaibhavparulkar/status/2070252958177210863","Modern AI chips are no longer monolithic silicon. They rely on heterogeneous integration—stacking high-bandwidth memory (HBM4) directly onto logic dies. TSMC's CoWoS advanced packaging lines are severely oversubscribed, creating a supply bottleneck. @semianalysis  @TSMC_Official"
2026-06-25T20:13:29.000Z,"@promptmaxing","promptmaxing","11","SemiAnalysis",neutral,0,,,,"https://x.com/promptmaxing/status/2070238975802110071","til, semianalysis website is a wordpress site"
2026-06-25T20:07:24.000Z,"@callaboco3","Gabriel Mendes","33","SemiAnalysis",positive,6.868,1,,,"https://x.com/callaboco3/status/2070237445925343617","Better TCO? Why isn’t this ASICs data shared with SemiAnalysis?"
