timestamp,handle,displayName,followers,competitorMentioned,sentiment,sentimentScore,likes,retweets,replies,tweetUrl,text
2026-06-29T23:43:18.000Z,"@anthonywoolf","Anthony Woolf","17","SemiAnalysis",positive,5.147,3,,,"https://x.com/anthonywoolf/status/2071741326937518398","This statement, although it could be true for other reasons, doesn't follow from this biased SemiAnalysis reporting of old news. Jukan, you should know better."
2026-06-29T23:36:20.000Z,"@anthonywoolf","Anthony Woolf","17","SemiAnalysis",positive,6.965,25,,1,"https://x.com/anthonywoolf/status/2071739577065488816","INTERESTING: SemiAnalysis posts yet another anti-NVIDIA article, this time with misleading news around a 4-die cancelation (still same number of chips). More INTERESTING -- SA's entire credibility is to be vendor neutral, not an AMD and ASIC shill."
2026-06-29T23:32:03.000Z,"@HyperTechInvest","Daniel Romero","41.1K","SemiAnalysis",positive,2.5,55,8,3,"https://x.com/HyperTechInvest/status/2071738498885792026","On SemiAnalysis’ (not) recent report...  -  $NVDA  wanted a 4-die configuration with 16 HBM stacks inside one advanced package  - However, that is not possible at high yields yet without glass substrates  Instead, Rubin Ultra will move to a 2+2 configuration: two dual-die packages"
2026-06-29T23:25:35.000Z,"@ZDi____","ZD1908","603","SemiAnalysis",neutral,0,2,,,"https://x.com/ZDi____/status/2071736868979314909","The work atmosphere of SemiAnalysis"
2026-06-29T23:02:43.000Z,"@Midnight_Captl","Midnight Capital","18.5K","SemiAnalysis",negative,-6.124,165,7,21,"https://x.com/Midnight_Captl/status/2071731117481504923","After Jensen platformed Dylan all year, stock is down 20%, whole Nvidia team crushing / killing themselves, SemiAnalysis guys thought it was a good idea to post 3 back to back hit pieces on  $NVDA , kick Jensen in the face while he’s down, and thought they’d skip off into sunset…"
2026-06-29T22:59:20.000Z,"@fikocian","Filip Kocian","2,084","SemiAnalysis",positive,6.997,11,,5,"https://x.com/fikocian/status/2071730265261789186","So, I get a lot of (fair) questions about where I’m not and what exactly “advisory” means. I try to make it less vague but not sure I’m very successful: here is some colour on it:  Ultimately, before this, I did two different things:  - being a VC: talking to entrepreneurs,"
2026-06-29T22:55:58.000Z,"@DratchCap","Matt Dratch","4,940","SemiAnalysis",negative,-0.516,3,1,2,"https://x.com/DratchCap/status/2071729418540560482","1) your numbers are wrong (you can get @semianalysis tokenomics model to help), but for starters compute spend includes R&D which is likely to level out (RSI?) and sg&a will not scale w/ revenue.  2) “Costs are going up faster” only works in dollar terms on your #s because the"
2026-06-29T22:54:48.000Z,"@bboczeng","勃勃OC","217.1K","SemiAnalysis",neutral,0,9,1,,"https://x.com/bboczeng/status/2071729121940623793","SemiAnalysis:  在 GTC 2026 上发布 Rubin Ultra 仅仅 3 个月后，原版 4-die Rubin Ultra 就因制造执行方面的担忧而被取消。新的“Rubin Ultra”尺寸只有原版的一半，实际性能也大约只有原版的一半。  这一切发生的背景是，NVIDIA 的市场份额正受到 Trainium、TPU 和 AMD"
2026-06-29T22:03:20.000Z,"@treasureh8nter","Ally","2,390","SemiAnalysis",positive,4.651,53,8,4,"https://x.com/treasureh8nter/status/2071716170013524041","EXTREMELY BULLISH NEWS for  $AMD  investors!!!!!!!!   The original  $NVDA  Rubin ULTRA has been CANCELLED due to manufacturing execution concerns!!!!   The new “Rubin Ultra” is half the size and half the performance of the original!!!   “This all comes against the"
2026-06-29T21:58:20.000Z,"@RQA","Roy Abrams","3,173","SemiAnalysis",neutral,0,,,1,"https://x.com/RQA/status/2071714913152598264","Semianalysis claiming production glitches in Rubin."
