timestamp,handle,displayName,followers,knownAccount,accountType,country,sentiment,sentimentScore,creditFlag,cited,textSimilarity,imageMatch,ocrFoundTF,likes,retweets,replies,tweetUrl,text
2026-07-17T23:59:32.000+08:00,"@Baby__BTC","TonysTucker","19.2K",no,"unknown","Unknown",neutral,0,"no_tf_content",no,1.05,no,no,15,1,8,"https://x.com/Baby__BTC/status/2078147600113631521","下面图片中的这种极端看空观点在市场剧烈波动时常见，但经不起基本面和历史周期的检验。  我的看法与之形成鲜明对比：这并非牛市终结，而是高beta存储板块在 parabolic（抛物线式）上涨后的经典健康回调，属于从“情绪驱动狂热阶段”向“基本面驱动成熟阶段”的切换。长期结构性牛市逻辑依然坚实。  1/"
2026-07-17T23:30:00.000+08:00,"@elyae_tj4k","manzz","18",no,"unknown","Unknown",negative,-3.156,"no_tf_content",no,4.31,no,no,,,,"https://x.com/elyae_tj4k/status/2078140166162846149","Your next phone is expensive because a data center in Virginia wanted more RAM.  Not a joke. Samsung, SK Hynix and Micron control 95%+ of the world's DRAM. They've shifted wafers to HBM, the stacked memory that sits next to Nvidia's AI chips, because AI buyers pay ~3x per GB what"
2026-07-17T22:49:32.000+08:00,"@ThematicTrader","9 Ventures","13.7K",no,"unknown","Unknown",neutral,0,"no_tf_content",no,0,no,no,39,4,,"https://x.com/ThematicTrader/status/2078129982426005778",""
2026-07-17T22:30:38.000+08:00,"@moas46497","モース","150",no,"unknown","Japan",neutral,0,"credited",yes,1.81,no,no,,,1,"https://x.com/moas46497/status/2078125228316914019","メモリが下げてるのはMicron決算とTrendforce諸々で説明つくけど、 Broadcomとかも下がってるのは流石にイカれすぎてるので買いました"
2026-07-17T20:38:45.000+08:00,"@JamieMcullough","Jamie Mcullough ","938",no,"unknown","Unknown",neutral,0,"no_tf_content",no,3.43,no,no,1,,,"https://x.com/JamieMcullough/status/2078097070762741988","The middle finger has formed"
2026-07-17T20:28:24.000+08:00,"@babybluecream","펭귄","29.8K",no,"unknown","South Korea",neutral,0,"no_tf_content",no,1.81,no,no,1,,1,"https://x.com/babybluecream/status/2078094467639460113","MLCC 업황, 데이터로 확인된 개선ㅣ260717  1. TTI(글로벌 전자부품 유통사) 기준으로 범용 MLCC(적층세라믹콘덴서·전자기기에서 전류를 저장·안정화하는 초소형 수동부품)의 리드타임(주문부터 납품까지 걸리는 기간)이 전반적으로 확장되는 가운데, 초소형 규격인 0201의 상승세가 두드러짐."
2026-07-17T19:14:09.000+08:00,"@miraclemasui","増井","5,565",no,"unknown","Unknown",neutral,0,"credited",yes,3.91,no,no,,,,"https://x.com/miraclemasui/status/2078075780467478710","[TrendForce] 17:00 掲載  [ニュース] TSMCの決算発表後：海外ブローカーがEUV推進の設備投資急増と2027年の価格上昇を予測  [News] TSMC After Earnings Call: Foreign Brokerages See EUV-Driven CapEx Surge and 2027 Price Hikes"
2026-07-17T18:16:20.000+08:00,"@wayama_ryousuke","Ryousuke_Wayama","933",no,"unknown","Unknown",neutral,0,"no_tf_content",no,0,no,no,7,2,2,"https://x.com/wayama_ryousuke/status/2078061231534199030",""
2026-07-17T18:01:22.000+08:00,"@HumanoidAn","Humanoid Analytics","16",no,"unknown","Unknown",neutral,0,"no_tf_content",no,0,no,no,,,,"https://x.com/HumanoidAn/status/2078057462171926679",""
2026-07-17T17:35:00.000+08:00,"@harukage2002","はる@金融資産2億円&日本とタイ生活半分ずつ","82",no,"unknown","Japan",neutral,0,"credited",yes,2.68,no,no,,,,"https://x.com/harukage2002/status/2078050827605070026","メモリ価格の上昇、鈍化へ　26年3QはDRAMもNANDも10％台：TrendForce調べ - EE Times Japan"
2026-07-17T16:46:03.000+08:00,"@miraclemasui","増井","5,565",no,"unknown","Unknown",neutral,0,"credited",yes,3.92,no,no,1,,,"https://x.com/miraclemasui/status/2078038509798207505","[TrendForce] 17:00 掲載  [ニュース] TSMCの決算後、海外証券会社がEUV技術による設備投資急増と2027年の価格上昇を予測  [News] TSMC After Earnings Call: Foreign Brokerages See EUV-Driven CapEx Surge and 2027 Price Hikes"
2026-07-17T16:41:34.000+08:00,"@paurooteri","パウロ","88.1K",no,"unknown","Unknown",positive,5.574,"no_tf_content",no,4.74,no,no,111,9,9,"https://x.com/paurooteri/status/2078037380964159976","This is huge   Broadcom has also started securing packaging and testing    Powertech and Broadcom are investing NT$12.8 billion to establish a joint venture in Singapore specializing in panel-level packaging.    Powertech Technology (6239), Taiwan's second-largest semiconductor"
2026-07-17T16:20:39.000+08:00,"@LearnInvest2026","LearnInvest","4",no,"unknown","Unknown",positive,5.994,"credited",yes,4.69,no,no,,,,"https://x.com/LearnInvest2026/status/2078032116000952388","【The DRAM Pricing Cycle Is Not Over in Q3】  After two consecutive quarters of memory price increases, the market had been waiting for momentum to cool. TrendForce instead raised its forecast for third-quarter 2026 conventional DRAM average selling price growth from 3%–8%"
2026-07-17T16:01:06.000+08:00,"@miraclemasui","増井","5,565",no,"unknown","Unknown",neutral,0,"credited",yes,4.01,no,no,,,,"https://x.com/miraclemasui/status/2078027197370261999","[TrendForce] Published at 17:00  [ニュース] TSMCの決算発表後：外国の証券会社がEUVによる設備投資の急増と2027年の価格上昇を予測  [News] TSMC After Earnings Call: Foreign Brokerages See EUV-Driven CapEx Surge and 2027 Price Hikes"
2026-07-17T15:44:05.000+08:00,"@statementdog","Statementdog | Taiwan Tech Insights","193",no,"unknown","Unknown",neutral,0,"credited",yes,4.1,no,no,,,,"https://x.com/statementdog/status/2078022914973241748","Contract prices haven't blinked. Server DRAM blended was up 53-58% QoQ in 2Q26 and TrendForce still has +13-18% penciled in for 3Q."
2026-07-17T13:51:56.000+08:00,"@Kinneyview","kinney 看世界","203",no,"unknown","United States",neutral,0,"no_tf_content",no,0.9,no,no,,,,"https://x.com/Kinneyview/status/2077994693401436332","$IBM  業績失準，揭開企業科技支出的優先次序  六月底，IBM 發現客戶仍然願意花錢，只是那些大型交易沒有按原定時間完成。客戶先把季度資本支出用來購買伺服器、儲存及記憶體，希望在供應緊張和預期加價前取得所需設備。 IBM 第二季初步營收只有 172 億美元，增長"
