timestamp,handle,displayName,followers,knownAccount,accountType,country,sentiment,sentimentScore,creditFlag,cited,textSimilarity,imageMatch,ocrFoundTF,likes,retweets,replies,tweetUrl,text
2026-07-10T23:45:00.000+08:00,"@MemoryReport","Memory Report","111",no,"unknown","Unknown",positive,5.106,"credited",yes,4.93,no,no,5,,,"https://x.com/MemoryReport/status/2075607226186621340","TrendForce says the DRAM market stays extremely tight through Q3 2026, with contract prices still climbing 13 to 18% quarter over quarter. Read the framing carefully: that is the moderated number. Prices rising double digits every ninety days is now what cooling off looks like."
2026-07-10T23:37:57.000+08:00,"@ausydau","Elapsus","139",no,"unknown","Unknown",negative,-1.28,"no_tf_content",no,4.62,no,no,1,,1,"https://x.com/ausydau/status/2075605454873653664","Grok answer doesnt have enough context here you go.  SK Group Chairman Chey Tae-won has explicitly linked the future of SK hynix’s investment strategy to the convergence of KV cache demand, NAND flash, CXL-based memory pooling, and tiered AI inference architecture, framing memory"
2026-07-10T22:36:35.000+08:00,"@golden_chou","0x66bb","28",no,"unknown","Unknown",neutral,0,"no_tf_content",no,0,no,no,,,,"https://x.com/golden_chou/status/2075590011026817356",""
2026-07-10T22:02:27.000+08:00,"@fmlybg","なす","2,396",no,"unknown","Unknown",neutral,0,"no_tf_content",no,3.31,no,no,1,,,"https://x.com/fmlybg/status/2075581420857168112","【Semiconductor Bottoming Judgment Bot】2026-07-10 22:50 JST (Confirmed Version) 【Conclusion】①Avoid (①Avoid → ②Too Early → ③Bottom Approaching → ④Test Buy → ⑤Buy) $SOXL $188.90 (-1.84%・REG_MKT/regular) → Main buy zone $137-149, down about 21~27% ①"
2026-07-10T21:20:55.000+08:00,"@AIgorStadnyk","Igor Stadnyk (,,)","8,029",no,"unknown","United States",positive,3.818,"no_tf_content",no,4.83,no,no,1,,,"https://x.com/AIgorStadnyk/status/2075570965694566476","compressing a model to fit on-device is the unsexy work that matters — apple doesn't need the biggest model, it needs one that just works in your pocket without cooking the battery"
2026-07-10T20:25:01.000+08:00,"@Leooo2099","Leo 的宏观笔记","15.6K",no,"unknown","Unknown",neutral,0,"no_tf_content",no,0.79,no,no,42,,15,"https://x.com/Leooo2099/status/2075556900859740373","存储正在从""捡钱""变成""赚钱""。  一字之差，难度差十倍。  过去一年的行情是""从零到一""的爆发。  HBM从小众产品变成AI基建的心脏，需求斜率近乎垂直，供给完全没准备好，三大厂2026年HBM产能提前卖完。  买了就涨，回调很浅，只要拿着不动随便就能赚几倍。  这种轻松赚钱的阶段正在变窄。"
2026-07-10T20:12:52.000+08:00,"@yuukari_ashiya","ukari","115",no,"unknown","Japan",neutral,0,"credited",yes,0.98,no,no,1,,,"https://x.com/yuukari_ashiya/status/2075553841257590785","サバのガーリック焼き  GPT5.6Solになって、定期ウォッチ機能みたいなのチャットツールでデフォルトで設定できるようになってる？！ 毎日TrendForceで見てたメモリのスポットやら未上場企業のセカンダリー価格やら自動で取得してグラフ化してくれんなら助かるな"
2026-07-10T19:59:21.000+08:00,"@PatentlyApple","Patently Apple","21.2K",no,"unknown","Unknown",neutral,0,"no_tf_content",no,0,no,no,7,1,,"https://x.com/PatentlyApple/status/2075550441539072284",""
2026-07-10T19:02:08.000+08:00,"@DEVRedmond","Dev Redmond","27",no,"unknown","United States",neutral,0,"no_tf_content",no,0,no,no,,,,"https://x.com/DEVRedmond/status/2075536043101548826",""
2026-07-10T17:57:46.000+08:00,"@BITstocks_CN","BIT美股频道","7,124",no,"unknown","Unknown",neutral,0,"no_tf_content",no,0,no,no,2,,3,"https://x.com/BITstocks_CN/status/2075519842061582551",""
