timestamp,handle,displayName,followers,competitorMentioned,sentiment,sentimentScore,likes,retweets,replies,tweetUrl,text
2026-07-16T00:43:39.000+08:00,"@Matrix_B0SS","TopInvestor","1,707","SemiAnalysis",positive,1.027,1,,,"https://x.com/Matrix_B0SS/status/2077433927157854238","Dylan from SemiAnalysis  Kyber is delayed while Nvidia is saying  “Our roadmap is intact”  Jordan Kliein “these stories are clickbait and more noise”  I am in the same camp Ignore the noise from these analysts who help to create ETF soon after delays reports  $SIVE  $LITE   $COHR"
2026-07-16T00:29:07.000+08:00,"@MatteoMuscio","Matteo M.","3","SemiAnalysis",neutral,0,,,,"https://x.com/MatteoMuscio/status/2077430266709021170",""
2026-07-16T06:01:03.000+08:00,"@AlphaWireNewsAi","Alpha Wire","69","SemiAnalysis",neutral,0.056,,,,"https://x.com/AlphaWireNewsAi/status/2077513804381044788","Just in: External headlines on July 16: The United States launches more air strikes against Iran. ASML sharply raises its 2026 performance forecast. Space X falls below the IPO price of US$135 for the first time.  Global financial media last night and this morning The headlines"
2026-07-16T05:47:38.000+08:00,"@JonkooTrades","The Trend Sage","6,315","SemiAnalysis",neutral,0,6,1,,"https://x.com/JonkooTrades/status/2077510425541836939",""
2026-07-16T05:34:12.000+08:00,"@paurooteri","パウロ","88.1K","SemiAnalysis",negative,-1.027,35,1,5,"https://x.com/paurooteri/status/2077507047395144002","It feels like Vera Rubin's launch and the Kyber rack are getting all jumbled up, huh?   There are all sorts of things happening during the launch.  Jensen Huang denied reports about delays in Vera Rubin company's chip production, emphasizing that such reports are ""completely"
2026-07-16T05:09:55.000+08:00,"@AlphaWireNewsAi","Alpha Wire","69","SemiAnalysis",negative,-4.939,,,1,"https://x.com/AlphaWireNewsAi/status/2077500934901674292","Just in: Asian technology stocks rebound, SK Hynix jumps more than 8%.  After experiencing violent shocks at the beginning of this week, Asian technology stocks rebounded strongly on Wednesday, with the share price of South Korean storage giant SK Hynix rising more than 8%,"
2026-07-16T04:30:00.000+08:00,"@JediJoystick","JediJoystick","90","SemiAnalysis",neutral,0,,,,"https://x.com/JediJoystick/status/2077490887895195834","Un reporte reciente de SemiAnalysis, indica que la empresa china CXMT está alcanzando la capacidad de producción de Micron en DRAM, y se proyecta que para finales de 2026 estará produciendo alrededor de 350,000 obleas (wafers) por mes vs 385,000 de Micron."
2026-07-16T03:59:30.000+08:00,"@anni_sen","Anni","9,937","SemiAnalysis",positive,8.36,14,2,2,"https://x.com/anni_sen/status/2077483213644308726","Anthropic IPO and what to expect from SemiAnalysis   “With this lead, we expect Anthropic to take advantage of their superior business model and margins to invest in further in new models that help extend their lead and monetization over closed and open source competitors."
2026-07-16T02:56:08.000+08:00,"@USDai_Official","USD.AI","36.5K","SemiAnalysis",positive,2.782,1,,1,"https://x.com/USDai_Official/status/2077467268276158912","SemiAnalysis is right to flag that GPU borrowers carry credit risk. They’ve identified the real issue.  The middle market opportunity exists because most capital stopped at the borrower and never looked at what the structure behind it actually contains."
2026-07-16T02:55:53.000+08:00,"@USDai_Official","USD.AI","36.5K","SemiAnalysis",positive,9.201,14,3,2,"https://x.com/USDai_Official/status/2077467202060787915",". @SemiAnalysis published an excellent GPU financing map last week.  After $13B+ in deal flow across 200+ borrowers, the USDAI origination team sees compute middle market credit as one of the best risk-adjusted opportunities in asset-backed finance, if properly structured."
2026-07-16T02:23:21.000+08:00,"@cerotorre","A nomi","137","SemiAnalysis",positive,4.767,,,,"https://x.com/cerotorre/status/2077459018541416573","SemiAnalysis is shit like all the other idiots that claim to know something about Nvidia. They are at best clowns"
