timestamp,handle,displayName,followers,competitorMentioned,sentiment,sentimentScore,likes,retweets,replies,tweetUrl,text
2026-07-18T01:20:55.000+08:00,"@chriswflannery","Chris","488","SemiAnalysis",positive,8.608,,,,"https://x.com/chriswflannery/status/2078168079658369504","SemiAnalysis had a pretty compelling article about 10 days ago that was pretty bullish on Meta, we'll see how this plays out"
2026-07-18T00:27:41.000+08:00,"@ElvoroAI","Elvoro","76","SemiAnalysis",neutral,0,1,,,"https://x.com/ElvoroAI/status/2078154684913631414","The rumor, from SemiAnalysis in early July 2026, positions Meta to act as a cloud provider reselling access to Anthropic's models alongside its own Llama development and massive data center buildout exceeding 5GW in recent contracts."
2026-07-18T00:24:15.000+08:00,"@DMTCapital","DMT Capital","5,108","SemiAnalysis",positive,3.252,16,2,1,"https://x.com/DMTCapital/status/2078153821059219532","SemiAnalysis MNPI-as-a-Service never fails to deliver"
2026-07-18T01:27:03.000+08:00,"@AGTPinsights","AGTP","178","Sravan Kundojjala",positive,4.404,,,,"https://x.com/AGTPinsights/status/2078169622000357450","This is the real story nobody talks about: TSMC's capex plans are basically the heartbeat of the whole semiconductor supply chain. If TSMC is investing heavily, everyone downstream should feel safe. Right?"
2026-07-18T07:39:51.000+08:00,"@itomarkets","Itô","648","SemiAnalysis",negative,-2.732,,,,"https://x.com/itomarkets/status/2078263441307934735","There is no single price of compute.  We run a harvester that aggregates GPU rental quotes across the venues we can reach programmatically: the Azure Retail Prices API, RunPod,  http:// Vast.ai, and the SemiAnalysis public contract preview. On July 4 it collected 1,417"
2026-07-18T06:45:03.000+08:00,"@Coexisteven","Coexistence Steven","5,697","SemiAnalysis",positive,9.313,5,,,"https://x.com/Coexisteven/status/2078249652026294669"," Daily Metaverse Update - July 18, 2026    Frontier AI & Compute Layer  Dylan Patel (SemiAnalysis) highlighted how impressive Kimi is - a Chinese model that punches well above its compute weight    This is thanks to a small, talented team with strong research in RL,"
2026-07-18T06:42:43.000+08:00,"@Oakgrovecapital","Oak Grove Capital","365","SemiAnalysis",neutral,0,,,,"https://x.com/Oakgrovecapital/status/2078249062936068207","What did SemiAnalysis say?"
2026-07-18T05:10:45.000+08:00,"@sekai_kabu","せかい米国株","1,006","SemiAnalysis",neutral,0,1,,,"https://x.com/sekai_kabu/status/2078225920503222321","中国発のKimi K3は、AIモデルが効率化しても高性能ハード需要が消えないことを示した。  総パラメータは2.8兆。896の専門家から毎回16だけを選ぶ疎なMoEだ。  それでも巨大な重みはクラスタのメモリへ載せる必要がある。SemiAnalysisによるとFP4でも単一のDGX"
2026-07-18T04:46:06.000+08:00,"@MarcosMillaYT","Marcos Milla","13.7K","SemiAnalysis",neutral,-0.343,35,3,7,"https://x.com/MarcosMillaYT/status/2078219716360065179","ZOOMING OUT SHOWS THIS IS A BUYING OPPORTUNITY…  Buy: 1) Micron  $MU  2) Sandisk  $SNDK  3) TSMC  $TSM  4)  $SMH  5)  $DISK  - SemiAnalysis x Tema  6)  $DRAM  7) Marvell  $MRVL  8) SK Hynix  $SKHY   9) AMD  $AMD  10) CoreWeave  $CRWV   11) Nebius  $NBIS  12) Intel  $INTC   13) Broadcom  $AVGO  14)  $AIPO"
2026-07-18T04:38:00.000+08:00,"@stretchcloud","Prasenjit Sarkar","2,399","SemiAnalysis",neutral,0,,,,"https://x.com/stretchcloud/status/2078217677093613945","The binding constraint for frontier AI labs just shifted from capital to compute timing.  Anthropic is now sourcing from multiple non-traditional infrastructure partners. SpaceX (Colossus I and II, $45B over 3 years, $1.25B/month, 220K+ Nvidia GPUs in Memphis). And now"
2026-07-18T04:15:38.000+08:00,"@akrolsmir","Austin Chen","696","SemiAnalysis",neutral,0,17,,,"https://x.com/akrolsmir/status/2078212049319182790",""
2026-07-18T04:14:13.000+08:00,"@xshibuxshibux","シブシブ","172","SemiAnalysis",neutral,0,,,,"https://x.com/xshibuxshibux/status/2078211693369520421",""
2026-07-18T02:22:18.000+08:00,"@CeleritasRe","Celeritas Research","1,858","SemiAnalysis",neutral,0,,,,"https://x.com/CeleritasRe/status/2078183526843707639","According to SemiAnalysis they can just rent it?"
2026-07-18T02:17:15.000+08:00,"@futureman1977","futureman","1,318","Sravan Kundojjala",negative,-3.127,,,,"https://x.com/futureman1977/status/2078182256691040734","Semicaps are a clear my on this panic drawdown. Capex for all fabs is running accelerating through 2030."
2026-07-18T14:23:54.000+08:00,"@ehrazahmedd","Ehraz Ahmed","2,246","SemiAnalysis",negative,-5.574,2,,,"https://x.com/ehrazahmedd/status/2078365123471929485","I'm back in  $IREN   The  $ORCL  news dropping just as sentiment is terrible and positioning washed out is the setup I've been waiting for.  This is the entry.  IREN can demand long-term, high-margin, inflation-protected contracts because the alternative for AI labs is waiting years"
2026-07-18T13:57:55.000+08:00,"@QQ_Timmy","駿HaYaO","28.6K","SemiAnalysis",positive,2.732,14,1,,"https://x.com/QQ_Timmy/status/2078358587022442751","甲骨文 Project Jupiter 資料中心面臨重大延遲  Stargate 專案與 Bloom Energy 最新警報根據 SemiAnalysis 最新分析，甲骨文（Oracle）位於新墨西哥州的 Project Jupiter 後表計資料中心專案，正遭遇嚴重阻礙，面臨 1 至 2 年延遲風險。該專案原為 Stargate 系列重要一環，計畫建置高達 2.45 GW"
2026-07-18T13:14:00.000+08:00,"@OneOpenSea","OneOpenSea","283","SemiAnalysis",positive,3.832,,,,"https://x.com/OneOpenSea/status/2078347534460686719","So weird how semianalysis keeps injecting itself into what seem like internal AMD management decisions. I know from running a (small) tech company that outsiders as well as many employees often didn't have a full picture, yet thought they did...a high opinon:info ratio."
2026-07-18T13:07:54.000+08:00,"@pirrer","fox hsiao","25.1K","SemiAnalysis",neutral,0,26,2,1,"https://x.com/pirrer/status/2078345998804582554","這幾天在推特上針對 Kimi K3 的討論熱鬧滾滾，不知道為什麼，體感上我的臉書牆上討論蠻少的，可能被世足跟股市的恐慌感蓋過。  中國的月之暗面（Moonshot AI）剛發布 Kimi K3，在 Artificial Analysis 的智慧指數衝上全球第三，跟 Claude Opus 4.8、GPT 5.5"
2026-07-18T13:04:12.000+08:00,"@longtermst","Longterm","81","SemiAnalysis",negative,-4.767,1,,,"https://x.com/longtermst/status/2078345067144818953","SemiAnalysis says 1-2 year delay. Primary source says the pipeline was blocked twice. The real number is 2029. BTM is why.  $KEEL  is grid-connected"
2026-07-18T12:30:32.000+08:00,"@paurooteri","パウロ","88.1K","SemiAnalysis",positive,8.82,38,3,3,"https://x.com/paurooteri/status/2078336596600828045","This article is excellent as a summary of the delays with Rubin Ultra's Kyber rack (NVL576, that is), so definitely check it out.  Rubin Ultra is not delayed! Jensen Huang himself revealed that ABF substrate production volume has increased by 82%.  On July 10, Jensen Huang"
2026-07-18T12:18:12.000+08:00,"@Mojo_flyin","Mojo","unknown","SemiAnalysis",neutral,0,5,,,"https://x.com/Mojo_flyin/status/2078333492031832557","Gotta hand it to @SemiAnalysis - they know how to eat from the same plate and poke holes in it at the same time.  This is not something you see from analysts who have to walk the line or risk being cut off.  It's mildly refreshing TBH"
2026-07-18T12:13:50.000+08:00,"@DavidKWilliams","FX Team_Nasdaq|S&P500|US stock pick Trades","704.2K","SemiAnalysis",positive,4.588,,,1,"https://x.com/DavidKWilliams/status/2078332390330732889","$ORCL’s New Mexico Stargate site may have a serious power problem.  Project Jupiter switched from gas turbines to as much as 2.45GW of  $BE  fuel cells, which looked like a faster path around the electric grid.  But Bloom’s fuel cells still need natural gas.  And that gas still"
2026-07-18T11:40:26.000+08:00,"@PodcastAlphaX","Podcast Alpha","11.2K","SemiAnalysis",positive,2.235,5,1,1,"https://x.com/PodcastAlphaX/status/2078323987558354946","Sector Theme - EDA bear case, jury's out  Jack Farley  @JackFarley96 : OpenAI designed its own chip in-house. Ben Pouladian  @benitoz  isn't worried about Cadence and Synopsys yet.  OpenAI reportedly built its ""jalapeno chip"" without licensing Cadence or Synopsys design software, the"
2026-07-18T11:39:44.000+08:00,"@Matrix_B0SS","TopInvestor","1,707","SemiAnalysis",neutral,0,,,,"https://x.com/Matrix_B0SS/status/2078323809841459372","SemiAnalysis analysis about Kimi 3  Bullish for “AI Semi Stocks”  From  $MU   $SNDK  to  $LITE  $SIVE  $COHR"
